,contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
588,8886002764685330098,Exploring Java's Hidden Costs,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The Internet of Things is looking for its VisiCalc,My favorite people and resources to learn Android programming from,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Combining Spring Boot and JDBI
589,-4145260601063545880,Why Learning Angular 2 Was Excruciating,My experience with Google's Associate Android Developer Certification,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Jenkins 2.0 is here!,Microsoft's Open Source Love Affair Reaches New Heights,SOA com microserviços - Sensedia
590,-7623502978685822577,"Don't Start Big, Start a Little Snowball","Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Mobify report reveals impact of mobile website speed,Things you probably didn't know you could do with Chrome's Developer Console,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Top 15 Facebook Open Source Projects You Must Know
591,-5414889822782394955,6 exemplos de como usar computação cognitiva | EXAME.com,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,Mobile Time,The new tech talent you need to succeed in digital,The future of the shopping mall,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi
592,6881796783400625893,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,Quick Tip: Working with the JavaScript Battery API,"A whole new GitHub Universe: announcing new tools, forums, and features",Comparing React.js to Vue.js for dynamic tabular data,Building Flipkart Lite: A Progressive Web App,CMN regulamenta abertura de conta de depósito por meio eletrônico
593,2229625391864201918,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,Top 5 Android Testing Frameworks with Examples,Resenha - A Chegada,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,Dicas avançadas de ruby (capybara/cucumber)
594,7458850059926549081,Bring Your App To Life with CALayers,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,Twitter faz atualização em seu aplicativo Fabric para trazer mais funcionalidades às empresas e aos desenvolvedores de apps - Startupi,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,Building interfaces with ConstraintLayout - Google Developers,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub
595,2602221055863892168,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Conselho da SABMiller aceita proposta de compra da AB InBev,Gartner Reprint,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre"
596,139485217095648183,Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,Top Programming Languages Trends: The Rise of Big Data,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Gartner Reprint,Assessing Salesforce's platform and ecosystem | ZDNet,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
597,6031953227014493100,O chefe é gay. E daí?,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,The Genderbread Person v3 | It's Pronounced Metrosexual,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,Introducing Ask a Female Engineer
598,9175693555063886126,15 minutos sobre Docker,Using Microservices Architecture as API Enablement Strategy,Arquitetura de Microserviços habilitando APIs - Sensedia,Contêiner do Windows no Windows 10,Most Interesting APIs in 2016: Cognitive Computing,Custo do Erro - Cinco motivos para investir em automação de testes
599,7226503561499839165,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",Serverless real-time architecture on AWS: there is a way !,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Microservices Architecture on Google App Engine,Building Spring Cloud Microservices That Strangle Legacy Systems,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
600,8734156751308150579,Bitcoin Accepted! German Energy Giant Enables Payments - CCN: Financial Bitcoin & Cryptocurrency News,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,One Dollar Board: Um projeto brasileiro para revolucionar a educação,Carteira inteligente tem trava biométrica e controle por aplicativo - Gadgets,Will blockchain drive the fourth Industrial Revolution?,Ultimate AI battle - Apple vs. Google
601,6817244649248188271,Desenvolvimento de Aplicativos Mobile com Xamarin -,Most Interesting APIs in 2016: Cognitive Computing,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Beyond Progressive Web Apps Part 1
602,-6400214860728938634,"How to build a robot that ""sees"" with $100 and TensorFlow",15 Interesting JavaScript and CSS Libraries for October 2016,Dark Scrum,Cubr,Visa inaugura centro para inovação em pagamento digital | EXAME.com,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores
603,7993526700719577624,What Science Tells Us About Leadership Potential,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Cinco competências comportamentais para você ser um bom líder,"Para neurociência, motivação não é fator principal em mudança de hábitos",Investimentos em coaching e mentoring aumentam nas empresas
604,4577451034168098359,Cubr,Serverless Data Sync in Web Apps with Bit Torrent,"Autofill: What web devs should know, but don't",Bot Design Patterns,"How to build a robot that ""sees"" with $100 and TensorFlow",Torus
605,-2069509552243850466,Contêiner do Windows no Windows 10,15 minutos sobre Docker,Most Interesting APIs in 2016: Cognitive Computing,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery,"Chrome 53 Beta: Shadow DOM, PaymentRequest, and Android autoplay",Top Programming Languages Trends: The Rise of Big Data
606,6664082205633624486,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,Cordova iOS Performance Improvements: Drop-in Speed with WKWebView,Microservices Architecture on Google App Engine,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,The Internet of Things is looking for its VisiCalc
607,4785499183287168509,The new tech talent you need to succeed in digital,The economic essentials of digital strategy,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,6 exemplos de como usar computação cognitiva | EXAME.com,Liberty vai adotar telemetria e baratear seguro para bons motoristas,Mobile Time
608,-5154395767417065070,Innovation is in all the wrong places,This Super Accurate Portrait Selection Tech Uses Neural Networks,Google's Cloud Machine Learning service is now in public beta,We are on the verge of a consumer M&A avalanche,Transfer Style But Not Color,"The ""Joel Test"" for Data Science"
609,5211673327552264703,Google Cloud Platform sets a course for new horizons,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live",Two Different Sales Motions . . . .,"Google Cloud Platform icons and sample architectural diagrams, for your designing pleasure",Nintendo has doubled in value since Pokémon Go's release,Diane Greene wants to put the enterprise front and center of Google Cloud strategy
610,8779890754987103603,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,SOA com microserviços - Sensedia,Slack and Google announce partnership focused on better integrating their services,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Microsoft's Open Source Love Affair Reaches New Heights,Facebook is open-sourcing its AI bot-building research
611,-9033211547111606164,Google's Cloud Machine Learning service is now in public beta,Machine Learning Is No Longer Just for Experts,Spark comparison: AWS vs. GCP,Algorithms and architecture for job recommendations,Scala is the new golden child,"The ""Joel Test"" for Data Science"
612,-6654470039478316910,Advanced Android Espresso,My favorite people and resources to learn Android programming from,Post: Just Say mNo to Hungarian Notation,Firebase Test Lab for Android,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,The Importance of Code Reviews
613,834896074125772354,So you want to sell to banks?,Ray Kurzweil: The world isn't getting worse - our information is getting better,Time to Re-Think Design Thinking,Itaú é pioneiro do blockchain,Nubank pode fechar as portas se BC confirmar mudança amanhã,The surprising truth about which countries lead in digital
614,-3850803681204406658,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,CMN regulamenta abertura de conta de depósito por meio eletrônico,Visa inaugura Co-Creation Center em São Paulo,Mobile Time,Nubank começa a testar seu programa de fidelidade - Empresas Tech,The new tech talent you need to succeed in digital
615,-4996336942690402156,Live asynchronously.,Client-side ranking to more efficiently show people stories in feed,O manual do deboísta corporativo,Seniority,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet",Berners-Lee quer criar outra Web
616,-5920475612630001479,How it feels to learn Javascript in 2016,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Ciclistas relatam roubos com agressividade na avenida dos Andradas,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Berners-Lee quer criar outra Web,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery"
617,3467834993860080188,15 Interesting JavaScript and CSS Libraries for October 2016,"How to build a robot that ""sees"" with $100 and TensorFlow",Visa inaugura centro para inovação em pagamento digital | EXAME.com,Dark Scrum,The Java 8 API Design Principles,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores
618,7013665235990336340,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,Abrimos uma conta no Original.,Nubank começa a testar seu programa de fidelidade - Empresas Tech,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Engineering Digital Banking Solutions Using UX Methodology
619,-8800029253812071912,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack","Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Ordering coffee in Italy: the 10 commandments,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Joel on Software,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts"
620,-5658245291907121574,Machine Learning and the VP Debate,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",5 reasons your employees aren't sharing their knowledge,Top 10 Intranet Trends of 2016,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",AI Is Here to Help You Write Emails People Will Actually Read
621,-7527881206365368,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Mulheres são mais criativas que homens?,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,O que é liderança? Liderança é fazer a diversidade funcionar.,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,O chefe é gay. E daí?
622,5854206600849997966,The hardest thing in computer science,bliki: StranglerApplication,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications","GitHub broke my 1,000 day streak - Free Code Camp",The Java 8 API Design Principles,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet"
623,6678691743269420670,Why Deep Learning Is Suddenly Changing Your Life,How will bots make money? Here are 7 business models,This Super Accurate Portrait Selection Tech Uses Neural Networks,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Blaise Agüera y Arcas: How computers are learning to be creative,Duolingo's chatbots help you learn a new language
624,4893900714822288649,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,Design Sprint: onde o design e a velocidade importam,A saga do jovem CEO da Dasa,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,Cinco competências comportamentais para você ser um bom líder,Why the customer experience matters
625,660451400045043370,Duolingo's chatbots help you learn a new language,Why Deep Learning Is Suddenly Changing Your Life,This Super Accurate Portrait Selection Tech Uses Neural Networks,How will bots make money? Here are 7 business models,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Top 10 Intranet Trends of 2016
626,-7838000919054582150,Festival de Fotografia Hercule Florence - Timeline | Facebook,Sete Reinos,A identidade visual de Budapeste para as Olimpíadas de 2024,Why Deep Learning Is Suddenly Changing Your Life,Branding é problema seu. E meu.,Duolingo's chatbots help you learn a new language
627,5087084654882097891,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,An overview of web service solutions in Drupal 8,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,When to make a Git Commit,The Best Linux Distros of 2016
628,-4487024160266973763,Visa inaugura Co-Creation Center em São Paulo,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Mobile Time,How Do Top Android Developers QA Test Their Apps?,Liberty vai adotar telemetria e baratear seguro para bons motoristas,The new tech talent you need to succeed in digital
629,-1452340812018195881,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,Elasticsearch: CSV exporter for Kibana Discover,Gartner Reprint,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,Gartner Reprint,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets
630,-5403733687257676872,Aplicações da Inteligência artificial | Endeavor Brasil,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Machine Learning and the VP Debate,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,"Google, Amazon and the upcoming battle over AI Assistants"
631,2715453133655798791,'The Simpsons' celebrates 600 episodes with a VR couch gag,Carteira inteligente tem trava biométrica e controle por aplicativo - Gadgets,Nova campanha da Avon tem drag queen como estrela,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,15 Awesome Sublime Text Plugins For Web Development
632,-1787737696395220629,Laboratório da Disney cria robô que pula,DBA BRASIL no INTEROPMIX 2016,15 Awesome Sublime Text Plugins For Web Development,Android Studio 2.2,Peças Translúcidas,Closure Compiler in JavaScript
633,-4024778022934140027,Using behavioral data to improve customer satisfaction,Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,It's The Future,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste","DARPA Goes ""Meta"" with Machine Learning for Machine Learning"
634,1992928170409443117,Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Olli: Artificial Intelligence for the real world of connected commuting,Advanced Android Espresso,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Microservices Architecture on Google App Engine
635,-3058031327323357308,The Java 8 API Design Principles,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",The five phases of migrating to Google Cloud Platform,Prisma for Android is now live for all in the Google Play Store,The hardest thing in computer science,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways"
636,1990052153136096105,Introducing Ask a Female Engineer,The Genderbread Person v3 | It's Pronounced Metrosexual,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Workplace diversity in Brazil: there's still a long way to go,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção"
637,5328558001212551235,Acquia Engage Awards Finalists Announced,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Who sponsors Drupal development? | Dries Buytaert,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,WeChat's world,Cross-channel user experiences with Drupal
638,-5843518165523212471,A saga do jovem CEO da Dasa,big data = real time,Qual é a real diferença entre Data Storytelling e análise de dados? - CIO,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,Why the customer experience matters,Design Sprint: onde o design e a velocidade importam
639,-8992201526199201450,15 Awesome Sublime Text Plugins For Web Development,Aplicação de visão computacional com OpenCV,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro","Autofill: What web devs should know, but don't",Acesse a versão Material Design do YouTube | Google Discovery,Most Interesting APIs in 2016: Cognitive Computing
640,-3040610224044779845,Things you probably didn't know you could do with Chrome's Developer Console,Mobify report reveals impact of mobile website speed,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Mercado de Cosméticos no Brasil - Setor que não conhece crise!,"Don't Start Big, Start a Little Snowball"
641,8289311442635691404,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net","Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",7 Questions to Ask Before Your Next Digital Transformation,The return of the machinery question,Two Different Sales Motions . . . .,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business
642,4428409432282393251,Introduction · Bitcoin para Programadores,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Burger King aceita pedidos via mensagens no Facebook - Startupi,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Live asynchronously.,Mastering Bash and Terminal
643,2725842723638001955,Micro Profile JavaEE com Wildfly Swarm,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Building Spring Cloud Microservices That Strangle Legacy Systems,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com
644,4164212115654350513,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,My favorite people and resources to learn Android programming from,Firebase and Google Cloud: better together,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
645,7506614456429888492,Assessing Salesforce's platform and ecosystem | ZDNet,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The economic essentials of digital strategy,Acquia Engage Awards Finalists Announced,"No Brasil, '25% dos celulares ainda são 'Burrofones'",How bot-to-bot could soon replace APIs
646,8195862936106508846,Client-side ranking to more efficiently show people stories in feed,Live asynchronously.,Tasting Dagger 2 on Android,A nova sede da LEGO na Dinamarca é toda sobre colaboração,Salesforce Architect Journey,The Internet of Things is looking for its VisiCalc
647,-4333957157636611418,Why Programmers Want Private Offices,On DRY and the cost of wrongful abstractions,The Ten Commandments of Egoless Programming,Things you probably didn't know you could do with Chrome's Developer Console,My favorite people and resources to learn Android programming from,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio
648,-1525688508571111688,Introducing JIRA Software for iPhone,Especial: O papel dos grandes provedores de TI na Rio 2016,Governo brasileiro cria manual para contratação de cloud,"No Brasil, '25% dos celulares ainda são 'Burrofones'","Microsoft adquire LinkedIn por US$ 26,2 bilhões",Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design
649,-8954346068661072425,The technology behind preview photos,Evernote anuncia integração com Google Drive | Google Discovery,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',Testes unitários vs aceitação - Android Dev BR,The Ten Commandments of Egoless Programming,Revista PROGRAMAR nº 53 - Agosto de 2016
650,-3071732669882279801,Qual é a real diferença entre Data Storytelling e análise de dados? - CIO,big data = real time,Organizing for digital acceleration: Making a two-speed IT operating model work,Why the customer experience matters,A saga do jovem CEO da Dasa,Design Sprint: onde o design e a velocidade importam
651,-6590064508646491981,Kotlin no Backend (Parte 2) :: Concrete Solutions,VersionOne AgilelIVE™ Webinar Series| SAFe® Expert Webinar,"Kotlin in Production - What works, Whats broken",Building Flipkart Lite: A Progressive Web App,Combining Spring Boot and JDBI,The Java 8 API Design Principles
652,7814856426770804213,New MacBook Pro is not a Laptop for Developers Anymore,Alecrim/AlecrimCoreData,Joel on Software,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
653,4815632823882298534,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","Agile is Dead, Long Live Continuous Delivery - Gradle",The brilliant mechanics of Pokémon Go,Effective learning through code workshops | Box Blog,How This Former Google Engineer Is Bringing Blockchain to Banks,Código Google: Introdução da próxima geração do Google Tag Manager e do Tag Manager 360 para Mobile Apps
654,-78667914647336721,Build Quality In: The Key to Continuous Delivery in Kanban,Mastering Bash and Terminal,Labelling automated builds on Docker Hub - Microscaling Systems,New Amazon Linux Container Image for Cloud and On-Premises Workloads,The Ten Commandments of Egoless Programming,Rating the English Proficiency of Countries and Industries Around the World
655,3262705634545542432,On Orchestrated Microservices - Built to Adapt,Combining Spring Boot and JDBI,Building Spring Cloud Microservices That Strangle Legacy Systems,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Microservices: Real Architectural Patterns
656,-8606063418076691067,"Kotlin in Production - What works, Whats broken",Combining Spring Boot and JDBI,Introducing Kotlin support in Spring Framework 5.0,Standing on the Shoulders of Giants - Built to Adapt,Building Flipkart Lite: A Progressive Web App,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture
657,-4831310174172854034,Standing on the Shoulders of Giants - Built to Adapt,"Kotlin in Production - What works, Whats broken",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Building Flipkart Lite: A Progressive Web App,Combining Spring Boot and JDBI,Notes on Reactive Programming Part I: The Reactive Landscape
658,7202701636941380671,Combining Spring Boot and JDBI,"Kotlin in Production - What works, Whats broken",Building Spring Cloud Microservices That Strangle Legacy Systems,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Introducing Kotlin support in Spring Framework 5.0,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
659,-6579094253358169934,"Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Google Cloud Goes to the Farm,Why image recognition is about to transform business,Nespresso,How to Create an Exponential Mindset,Mobile marketing statistics 2016
660,2543311963908571128,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Combining Spring Boot and JDBI,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",My favorite people and resources to learn Android programming from,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Advanced Android Espresso
661,1649752043999819668,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Mobify report reveals impact of mobile website speed,Things you probably didn't know you could do with Chrome's Developer Console,Não existe frete grátis!
662,-8657415528200615063,WebAssembly Browser Preview,Acesse a versão Material Design do YouTube | Google Discovery,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",How I sped up the initial render of my Polymer app by 86%,Squads não-suicidas - Hipsters #08,Progressive Web App - first introduced on Google I/O | airberlin
663,5847042211895226591,Elastic Stack 5.0.0 Released,Chrome OS now has Material Design for the desktop,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",Closure Compiler in JavaScript,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart
664,2106559900295325351,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement",Anti-If: The missing patterns,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Mobify report reveals impact of mobile website speed,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine"
665,-5011709367955107239,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Meet the new Brazilian consumer,Conselho da SABMiller aceita proposta de compra da AB InBev,Elasticsearch: CSV exporter for Kibana Discover,Gartner Reprint,The sales secrets of high-growth companies
666,5258604889412591249,Machine Learning Is No Longer Just for Experts,Google's Cloud Machine Learning service is now in public beta,Algorithms and architecture for job recommendations,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,6 reasons why I like KeystoneML,Spark comparison: AWS vs. GCP
667,-790959521412948853,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",Elastic Stack 5.0.0 Released,Chrome OS now has Material Design for the desktop,Why Deep Learning Is Suddenly Changing Your Life,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Squads não-suicidas - Hipsters #08
668,-6642751159620064055,What to look for in a code review ,Ultimate AI battle - Apple vs. Google,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,The Broken Window Theory,Meet Aquifer: A build system for easier Drupal development,Dries Distributions remain a growing opportunity for Drupal - Buytaert
669,8769121796537771237,Susep divulga nota de esclarecimento sobre a Youse Seguros,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,Goodbye accountants! Startup builds AI to automate all your accounting,Mobile banking conquista o coração dos brasileiros,Governo define cronograma para plano nacional de Internet das Coisas,Itaú é pioneiro do blockchain
670,6947862790919978120,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Elastic Stack 5.0.0 Released,Chrome OS now has Material Design for the desktop,Mastering Bash and Terminal
671,-7423191370472335463,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",Top 5 Android Testing Frameworks with Examples,Beyond Progressive Web Apps Part 2: We Need to Know What's New,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,Dicas avançadas de ruby (capybara/cucumber),Sua comunidade de Teste.
672,-3351652027149912881,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",6 reasons why I like KeystoneML,"The ""Joel Test"" for Data Science",Google's Cloud Machine Learning service is now in public beta,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,Using behavioral data to improve customer satisfaction
673,5263606973029607223,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications","Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,The Java 8 API Design Principles,The hardest thing in computer science
674,-9086955082453789880,We are on the verge of a consumer M&A avalanche,Innovation is in all the wrong places,This Super Accurate Portrait Selection Tech Uses Neural Networks,MOBILE TIME - FlyHelo: app permite compartilhamento de jatos e helicópteros em São Paulo,"Telecoms open shop on Madison Avenue, but will brands buy?",Google cloud boss Diane Greene: We're winning against AWS and Microsoft
675,-1425776303341065806,Natura inova e cria bot para auxiliar consumidores a escolherem presentes de natal - Startupi,Blaise Agüera y Arcas: How computers are learning to be creative,Why Deep Learning Is Suddenly Changing Your Life,The rise of APIs,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",Duolingo's chatbots help you learn a new language
676,6750029764020453263,"Microsoft anuncia Visual Studio para Mac, disponível ainda nesta semana | MacMagazine.com.br",The Business Case for Progressive Web Apps,Effective learning through code workshops | Box Blog,1º Congresso Brasileiro de IoT - Embarcados,19 Tips For Everyday Git Use,Burger King aceita pedidos via mensagens no Facebook - Startupi
677,-4158297476631283435,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud",[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,Do you want Crappy Agile?,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,Inbox by Gmail ganha formatação de texto | Google Discovery,Nubank começa a testar seu programa de fidelidade - Empresas Tech
